surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
102.0,1995.0,1989-2000,maison,Électricité,Autres émetteurs à effet joule,645.8,143.4,13.3,816.0,8.0,B,78960.0,Voisins-le-Bretonneux
66.5,2002.0,2001-2005,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,963.0,369.7,8.5,1377.6,20.0,C,42160.0,Bonson
63.1,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",542.0,107.3,8.3,682.0,10.0,B,34290.0,Bassan
34.0,2013.0,2013-2021,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,687.8,963.3,4.4,1671.4,49.0,D,74500.0,Évian-les-Bains
42.6,1957.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique 1986-1990,853.7,388.1,5.6,1255.6,29.4,C,13004.0,Marseille
34.5,2008.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",87.6,88.6,4.6,201.6,5.0,A,31400.0,Toulouse
73.3,1948.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",7.6,2.5,0.1,741.3,10.1,B,63150.0,La Bourboule
23.9,1983.0,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",65.3,107.5,3.2,185.2,7.0,B,44500.0,La Baule-Escoublac
56.4,1947.0,avant 1948,maison,Bois – Bûches,Chaudière bois granulés 2013-2019,163.1,61.8,7.7,250.6,4.0,A,33120.0,Arcachon
67.7,1945.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1314.8,416.6,8.7,1760.2,26.0,C,71140.0,Bourbon-Lancy
97.0,,1948-1974,maison,Bois – Granulés (pellets) ou briquettes,poêle à bois bouilleur granulés installé avant 2012,868.8,135.4,12.6,1026.9,10.0,B,59132.0,Trélon
42.0,1949.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",123.1,379.4,5.5,515.8,12.2,C,76000.0,Rouen
64.0,1947.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",522.2,121.0,8.3,671.2,10.0,B,28360.0,Meslay-le-Vidame
87.0,1955.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique 1981-1990,10690.9,975.2,11.3,11694.0,134.0,G,28250.0,Senonches
49.3,2011.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",104.3,113.0,6.4,242.0,4.0,A,60750.0,Choisy-au-Bac
136.0,2010.0,2006-2012,maison,Bois – Bûches,Poêle bûche installé installé de 2007 à 2017 avec label flamme verte,418.0,145.9,17.1,580.9,4.0,A,55300.0,Rambucourt
80.9,1989.0,1989-2000,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",501.2,130.9,11.0,679.6,8.0,B,4800.0,Gréoux-les-Bains
162.3,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique avant 1970,10896.3,164.3,21.6,11107.2,68.0,E,44650.0,Corcoué-sur-Logne
16.5,1994.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",2.1,5.1,0.1,99.1,6.0,B,77240.0,Cesson
66.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,3944.1,400.4,8.6,4356.0,66.0,E,62290.0,Nœux-les-Mines
35.6,1948.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",4.8,2.7,0.2,249.2,7.0,B,18100.0,Vierzon
88.0,1996.0,1989-2000,maison,Électricité,"radiateur électrique NFC, NF** et NF***",532.3,115.6,11.5,695.8,7.0,B,56370.0,Sarzeau
19.3,,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",84.6,85.8,2.5,181.0,9.0,B,75011.0,Paris
85.0,1977.0,1975-1977,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",575.3,138.2,10.7,732.6,8.0,B,57800.0,Freyming-Merlebach
195.0,,1948-1974,appartement,Bois – Bûches,insert installé installé de 2007 à 2017 avec label flamme verte,1415.4,181.4,26.5,1623.4,8.0,B,40120.0,Bourriot-Bergonce
42.1,2011.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",82.6,102.4,5.7,204.2,4.0,A,33320.0,Eysines
38.0,,1989-2000,appartement,Gaz naturel,Chaudière gaz standard après 2015,578.6,383.0,5.0,989.7,26.0,C,13400.0,Aubagne
86.0,1945.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,756.8,126.0,11.2,860.0,10.0,B,76760.0,Yerville
84.0,1948.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique avant 1970,7995.3,137.6,10.8,8159.0,97.0,F,23400.0,Saint-Dizier-Masbaraud
88.7,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique 1981-1990,7550.6,106.4,11.8,7701.0,86.8,F,18510.0,Menetou-Salon
254.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique avant 1970,20883.3,188.7,33.1,21149.4,83.0,F,56360.0,Locmaria
91.5,1979.0,1978-1982,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1010.6,127.9,11.7,1186.8,12.9,C,87260.0,Saint-Hilaire-Bonneval
38.5,,1948-1974,appartement,Fioul domestique,Chaudière fioul classique avant 1970,1235.2,786.8,5.0,2035.7,52.0,E,6000.0,Nice
136.4,1930.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,3464.4,432.0,17.8,3934.9,28.0,C,62137.0,Coulogne
57.3,2010.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",173.0,119.7,7.5,321.5,5.6,A,62155.0,Merlimont
104.2,1947.0,avant 1948,maison,Bois – Bûches,PAC air/air installée à partir de 2015,382.7,36.1,13.4,508.5,4.0,A,42520.0,Saint-Pierre-de-BÅ uf
52.8,1947.0,avant 1948,maison,Électricité,,819.1,108.7,6.6,954.1,18.0,C,10400.0,Nogent-sur-Seine
42.0,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",126.9,98.6,5.7,247.5,5.0,A,26200.0,Montélimar
72.9,2011.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",383.2,118.5,9.9,539.8,7.0,B,33138.0,Lanton
74.0,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3557.5,510.7,9.7,4090.8,55.0,E,62440.0,Harnes
35.8,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,176.0,94.9,4.6,282.1,7.0,B,73170.0,Yenne
122.0,1975.0,1975-1977,maison,Bois – Bûches,Chaudière fioul classique 1976-1980,7353.4,1019.2,15.3,8415.2,69.0,E,88520.0,Wisembach
134.0,1947.0,avant 1948,maison,Fioul domestique,,8684.1,134.7,17.8,8851.1,66.0,E,53150.0,Évron
73.0,1983.0,1983-1988,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",576.6,138.2,9.2,760.4,10.0,B,45400.0,Semoy
90.0,2006.0,2006-2012,maison,Gaz naturel,Chaudière gaz standard 2001-2015,1478.3,427.2,11.8,1962.7,21.0,C,13680.0,Lançon-Provence
280.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul basse température 1991-2015,11916.9,1226.4,36.5,13215.5,47.0,D,50100.0,Cherbourg-en-Cotentin
60.6,2001.0,2001-2005,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",250.7,130.8,7.9,425.7,7.0,B,13560.0,Sénas
20.0,,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",52.8,74.5,2.6,137.6,6.0,A,95800.0,Cergy
163.0,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",436.3,163.5,21.3,657.5,4.0,A,11800.0,Fontiès-d'Aude
158.0,1947.0,avant 1948,maison,GPL,,3155.9,613.4,20.3,3807.7,24.0,C,74890.0,Brenthonne
73.6,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1672.0,822.3,9.6,2503.9,34.0,D,62780.0,Cucq
73.0,1978.0,1978-1982,maison,Électricité,Radiateur électrique à accumulation,546.5,120.0,9.7,704.2,9.0,B,53000.0,Laval
65.3,,avant 1948,maison,Bois – Bûches,insert installé entre 1990 et 2004,793.7,121.6,8.7,924.0,14.0,C,86230.0,Vellèches
58.8,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,685.6,313.7,7.7,1038.9,17.6,C,76710.0,Montville
131.3,,avant 1948,maison,Gaz naturel,Chaudière gaz classique avant 1981,6891.5,995.6,16.8,7918.9,60.0,E,73000.0,Chambéry
75.0,1983.0,1983-1988,appartement,Électricité,Autres émetteurs à effet joule,501.2,148.0,9.4,10.7,10.6,B,,
120.2,1976.0,1975-1977,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",785.6,166.8,15.7,961.6,8.0,B,28200.0,Marboué
54.0,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",641.6,108.8,6.9,757.4,14.0,C,42190.0,Saint-Nizier-sous-Charlieu
67.0,2002.0,2001-2005,appartement,Électricité,Plancher ou plafond rayonnant électrique sans régulation terminale,263.4,123.8,9.1,402.0,6.0,B,26220.0,Comps
58.3,,2006-2012,appartement,Électricité,Radiateur électrique à accumulation,145.4,130.1,7.6,304.7,5.0,A,94420.0,Le Plessis-Trévise
71.0,1984.0,1983-1988,maison,Électricité,"radiateur électrique NFC, NF** et NF***",527.5,115.0,9.3,688.0,9.6,B,76620.0,Le Havre
148.6,,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",661.1,158.4,18.7,838.2,5.0,A,57000.0,Metz
157.0,1965.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,8977.4,632.8,20.5,9663.4,61.5,E,92380.0,Garches
117.1,1964.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard après 2015,5489.3,501.2,15.3,6040.9,51.0,E,35700.0,Rennes
102.0,1997.0,1989-2000,appartement,Électricité,PAC air/air installée à partir de 2015,138.2,316.6,13.4,523.3,5.1,A,6400.0,Cannes
58.0,2011.0,2006-2012,maison,Électricité,Radiateur électrique à accumulation,215.5,115.9,7.6,367.0,6.0,B,28630.0,Nogent-le-Phaye
57.2,1969.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,2012.3,744.7,7.5,2776.5,48.0,D,75015.0,Paris
55.6,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",301.1,120.9,7.6,429.5,7.0,B,12300.0,Decazeville
48.3,,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1707.9,415.9,6.2,2161.5,44.0,D,69001.0,Lyon
103.0,1981.0,1978-1982,maison,Électricité,"radiateur électrique NFC, NF** et NF***",664.1,146.7,13.4,843.6,8.1,B,56310.0,Melrand
36.3,,2006-2012,maison,Électricité,"radiateur électrique NFC, NF** et NF***",257.8,85.7,4.7,356.6,9.0,B,80110.0,Morisel
139.2,2006.0,2006-2012,maison,Électricité,PAC air/air installée à partir de 2015,956.0,459.6,18.9,1585.0,11.0,C,9270.0,Mazères
135.0,1930.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,951.9,40.9,17.6,1046.9,7.0,B,92000.0,Nanterre
134.5,1970.0,1948-1974,maison,Bois – Bûches,Poêle bûche installé avant 1990,1607.8,494.1,18.3,2119.7,15.7,C,40210.0,Labouheyre
99.0,2006.0,2006-2012,maison,Bois – Bûches,Cuisinière installé à partir de 2005 sans label flamme verte,583.7,150.5,13.5,775.7,7.0,B,33670.0,Créon
62.0,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3308.8,190.1,1.6,3459.8,55.8,E,52400.0,old Bourbonne-les-Bains
75.0,1978.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2537.4,484.7,10.0,3078.9,41.0,D,18000.0,Bourges
77.0,1969.0,1948-1974,appartement,GPL,Chaudière gpl/propane/butane à condensation 2001-2015,1316.5,387.1,10.5,1743.6,22.0,C,32800.0,Eauze
49.6,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,326.1,671.1,2.0,831.4,16.8,C,77400.0,Thorigny-sur-Marne
39.0,,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",293.1,105.2,5.1,403.4,10.0,B,91100.0,Corbeil-Essonnes
134.9,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,3830.1,491.7,17.6,4361.6,32.0,D,59280.0,Armentières
75.0,1971.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1439.8,642.9,9.8,28.5,28.4,C,,
39.2,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,221.4,111.5,5.1,337.9,8.0,B,13006.0,Marseille
82.0,,1948-1974,appartement,Électricité,Radiateur électrique à accumulation,380.6,136.7,10.5,559.6,6.0,B,69610.0,Souzy
16.9,1989.0,1989-2000,appartement,Gaz naturel,Chaudière gaz basse température 1991-2000,144.5,723.2,2.2,888.8,52.0,D,35000.0,Rennes
17.4,2006.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",19.3,69.1,2.2,100.4,5.0,A,69100.0,Villeurbanne
43.6,,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,234.5,325.0,5.8,579.8,13.0,C,86000.0,Poitiers
35.0,1900.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",109.1,101.8,4.6,221.9,6.3,A,77230.0,Villeneuve-sous-Dammartin
46.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1259.4,442.5,6.0,1720.8,37.0,D,78400.0,Chatou
26.8,1990.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",170.2,89.0,3.7,274.2,10.0,B,64210.0,Bidart
53.6,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1689.2,382.2,7.0,2109.2,39.3,D,6700.0,Saint-Laurent-du-Var
68.8,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1698.6,135.0,8.8,1842.4,26.0,C,73130.0,Saint François Longchamp
87.6,2001.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",466.3,161.0,11.4,666.7,7.0,B,60280.0,Venette
181.5,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,17015.1,158.2,23.3,17234.9,94.0,F,42750.0,Mars
81.0,1976.0,1975-1977,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,1182.6,984.7,3.1,1931.4,23.8,C,35510.0,Cesson-Sévigné
135.0,1983.0,1983-1988,maison,GPL,Chaudière gpl/propane/butane standard 2001-2015,5389.3,149.8,18.4,5569.9,41.0,D,32550.0,Lasseube-Propre
100.0,,2001-2005,maison,Bois – Bûches,poêle à bois bouilleur bûche installé à partir de 2012,345.0,131.4,13.1,534.1,5.0,A,34600.0,Bédarieux
67.0,,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,359.4,384.5,8.9,775.1,11.0,C,86000.0,Poitiers
106.7,1947.0,avant 1948,maison,Bois – Bûches,autre système à combustion bois,1955.5,128.5,13.7,2113.4,19.0,C,74140.0,Veigy-Foncenex
106.9,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,8918.1,148.6,13.9,9163.4,85.0,F,59800.0,Lille
81.5,1975.0,1975-1977,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,507.3,163.0,10.6,740.3,9.0,B,2400.0,Château-Thierry
92.9,2005.0,2001-2005,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1210.4,446.3,12.2,1707.5,18.3,C,30100.0,Alès
74.0,1978.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1466.6,388.7,9.7,1898.0,25.0,C,62100.0,Calais
19.0,1991.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",35.4,73.3,2.5,119.3,6.2,A,13013.0,Marseille
56.9,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,519.4,718.1,2.2,1050.7,18.4,C,91350.0,Grigny
82.8,1983.0,1983-1988,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",194.8,94.9,10.8,314.0,3.0,A,13120.0,Gardanne
35.0,1930.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",376.1,92.9,4.6,473.6,13.5,C,29000.0,Quimper
60.0,1920.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,3250.0,429.3,7.5,3700.8,61.6,E,51110.0,Bazancourt
44.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,165.9,217.0,1.7,346.3,7.8,B,94230.0,CACHAN
15.9,1900.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,32.5,60.4,2.1,97.6,6.1,A,86000.0,Poitiers
71.0,,avant 1948,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,1704.1,129.1,9.5,1874.0,26.0,C,37240.0,La Chapelle-Blanche-Saint-Martin
156.0,1975.0,1975-1977,maison,Électricité,PAC eau/eau installée entre 2008 et 2014,586.8,144.1,20.3,798.8,5.0,A,62310.0,Fruges
55.2,,2006-2012,appartement,Électricité,PAC air/air installée à partir de 2015,115.0,127.9,7.5,278.9,5.0,A,31150.0,Bruguières
88.0,,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",1912.1,124.4,11.3,2047.8,23.0,C,23480.0,Saint-Sulpice-les-Champs
61.0,1973.0,1948-1974,appartement,Réseau de Chauffage urbain,Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur,1738.3,367.8,8.1,2170.1,35.0,D,18200.0,Saint-Amand-Montrond
42.5,,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1008.4,86.0,5.5,1099.8,25.0,C,74500.0,Publier
65.8,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",573.9,128.5,8.4,710.8,10.0,B,74200.0,Thonon-les-Bains
61.0,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",337.2,108.1,8.0,453.2,7.0,B,59287.0,Lewarde
49.1,2004.0,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",126.9,103.0,6.4,252.0,5.0,A,34500.0,Béziers
73.1,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3260.9,440.8,10.0,3723.0,50.9,E,64200.0,Biarritz
59.5,1969.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3021.7,134.0,7.5,3176.4,53.4,E,10000.0,Troyes
24.0,1995.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",3.2,4.3,0.1,164.2,6.8,A,34090.0,Montpellier
114.4,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,10610.1,723.8,14.7,11366.4,99.0,F,3510.0,Chassenard
13.5,,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,894.9,184.3,1.8,1094.8,81.0,F,6600.0,Antibes
68.7,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,287.1,117.3,9.0,438.9,6.0,B,59113.0,Seclin
165.0,1947.0,avant 1948,maison,Électricité,Autres émetteurs à effet joule,2176.4,154.9,22.0,2353.2,14.0,C,85230.0,Beauvoir-sur-Mer
52.6,1995.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",292.6,126.0,6.8,421.0,8.0,B,74310.0,Les Houches
52.0,1977.0,1975-1977,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1992.5,311.8,6.8,2340.0,45.0,D,62540.0,Marles-les-Mines
114.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz standard 1991-2000,2491.6,508.9,14.9,3064.4,26.0,C,76300.0,Sotteville-lès-Rouen
242.7,1986.0,1983-1988,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1324.2,236.8,31.8,1596.9,6.5,B,6330.0,Roquefort-les-Pins
87.3,1949.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",767.5,123.9,11.6,902.6,10.3,B,37190.0,Villaines-les-Rochers
42.1,1948.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",17.2,61.8,5.5,84.5,2.0,A,6300.0,Nice
50.0,1999.0,1989-2000,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,575.2,415.7,6.3,1023.0,20.0,C,45000.0,Orléans
62.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,1467.4,511.8,2.3,1844.2,29.7,C,93000.0,BOBIGNY
122.0,1950.0,1948-1974,maison,Bois – Bûches,Poêle bûche installé à partir de 2005 sans label flamme verte,1206.0,140.2,15.9,1398.1,11.4,C,29550.0,Plonévez-Porzay
42.7,1948.0,1948-1974,maison,Électricité,Radiateur électrique à accumulation,247.0,80.6,5.5,333.1,7.0,B,38870.0,Saint-Siméon-de-Bressieux
171.1,2005.0,2001-2005,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,6.8,1.1,0.1,3983.4,23.2,C,94120.0,Fontenay-sous-Bois
112.0,1948.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique avant 1970,7128.4,0.0,15.2,7155.8,63.0,E,82160.0,Parisot
27.6,1989.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",166.0,94.3,3.6,275.6,10.0,B,75015.0,Paris
63.6,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,2376.3,370.3,8.3,2788.4,43.0,D,91270.0,Vigneux-sur-Seine
89.0,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",1271.9,144.9,11.6,1428.4,16.0,C,59800.0,Lille
51.0,1955.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2492.9,416.7,6.7,2929.1,57.0,E,35000.0,Rennes
99.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique 1976-1980,6285.7,131.6,12.9,6443.8,65.0,E,35660.0,Renac
130.0,1948.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique 1976-1980,11825.9,133.3,17.3,11995.4,92.0,F,17130.0,Montendre
37.4,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,348.6,87.6,4.9,441.2,11.0,B,92130.0,Issy-les-Moulineaux
44.5,,avant 1948,maison,Bois – Bûches,insert installé avant 1990,710.7,90.3,6.1,807.0,18.0,C,79170.0,Périgné
95.9,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,871.7,111.1,12.6,995.3,10.0,B,11400.0,Castelnaudary
55.1,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,3379.4,421.2,6.9,3833.3,69.0,E,68200.0,Mulhouse
52.0,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",332.2,90.7,6.9,466.3,8.0,B,72400.0,Villaines-la-Gonais
68.5,,1948-1974,appartement,Fioul domestique,Chaudière fioul classique 1981-1990,3219.7,1596.9,9.0,4848.3,70.0,F,6100.0,Nice
90.6,,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,4144.7,526.6,11.8,4700.5,51.0,E,75005.0,Paris
69.0,1949.0,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",301.4,126.6,9.2,456.1,6.6,B,49410.0,Mauges-sur-Loire
25.9,1974.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1408.1,304.2,3.4,1734.7,67.0,E,30900.0,Nîmes
166.3,1947.0,avant 1948,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés flamme verte installé entre 2012 et 2019,615.4,141.7,21.3,825.8,4.0,A,71570.0,Romanèche-Thorins
85.0,1961.0,1948-1974,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,4417.4,489.8,11.1,4930.0,58.0,E,91220.0,Brétigny-sur-Orge
31.0,1949.0,1948-1974,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",168.0,85.9,4.2,275.9,8.9,B,64500.0,Ciboure
